"","date","state","fips","cases","deaths"
"7954",2020-07-25,"Louisiana","22",103846,3715
"7955",2020-07-25,"Maine","23",3790,119
"7956",2020-07-25,"Maryland","24",83617,3433
"7957",2020-07-25,"Massachusetts","25",115268,8510
"7958",2020-07-25,"Michigan","26",85665,6402
"7959",2020-07-25,"Minnesota","27",50331,1611
"7960",2020-07-25,"Mississippi","28",51097,1480
"7961",2020-07-25,"Missouri","29",42310,1224
"7962",2020-07-25,"Montana","30",3260,46
"7963",2020-07-25,"Nebraska","31",24412,322
"7964",2020-07-25,"Nevada","32",41993,733
"7965",2020-07-25,"New Hampshire","33",6415,409
"7966",2020-07-25,"New Jersey","34",180778,15776
"7967",2020-07-25,"New Mexico","35",18788,607
"7968",2020-07-25,"New York","36",415911,32295
"7969",2020-07-25,"North Carolina","37",111282,1801
"7970",2020-07-25,"North Dakota","38",5740,103
"7971",2020-07-25,"Northern Mariana Islands","69",40,2
"7972",2020-07-25,"Ohio","39",83184,3297
"7973",2020-07-25,"Oklahoma","40",30081,496
"7974",2020-07-25,"Oregon","41",16492,286
"7975",2020-07-25,"Pennsylvania","42",111121,7167
"7976",2020-07-25,"Puerto Rico","72",14540,201
"7977",2020-07-25,"Rhode Island","44",18224,1002
"7978",2020-07-25,"South Carolina","45",80008,1465
"7979",2020-07-25,"South Dakota","46",8305,122
"7980",2020-07-25,"Tennessee","47",88459,953
"7981",2020-07-25,"Texas","48",391609,5002
"7982",2020-07-25,"Utah","49",37623,278
"7983",2020-07-25,"Vermont","50",1396,56
"7984",2020-07-25,"Virgin Islands","78",352,7
"7985",2020-07-25,"Virginia","51",83609,2075
"7986",2020-07-25,"Washington","53",53883,1591
"7987",2020-07-25,"West Virginia","54",5821,103
"7988",2020-07-25,"Wisconsin","55",51735,900
"7989",2020-07-25,"Wyoming","56",2446,25
"7990",2020-07-26,"Alabama","1",79294,1473
"7991",2020-07-26,"Alaska","2",3100,18
"7992",2020-07-26,"Arizona","4",162041,3313
"7993",2020-07-26,"Arkansas","5",38623,401
"7994",2020-07-26,"California","6",459338,8451
"7995",2020-07-26,"Colorado","8",44364,1795
"7996",2020-07-26,"Connecticut","9",48776,4413
"7997",2020-07-26,"Delaware","10",14290,579
"7998",2020-07-26,"District of Columbia","11",11780,581
"7999",2020-07-26,"Florida","12",423847,5853
"8000",2020-07-26,"Georgia","13",153476,3424
"8001",2020-07-26,"Guam","66",1306,6
"8002",2020-07-26,"Hawaii","15",1660,25
"8003",2020-07-26,"Idaho","16",18262,150
"8004",2020-07-26,"Illinois","17",173079,7595
"8005",2020-07-26,"Indiana","18",63881,2903
"8006",2020-07-26,"Iowa","19",42357,829
"8007",2020-07-26,"Kansas","20",25649,335
"8008",2020-07-26,"Kentucky","21",27682,718
"8009",2020-07-26,"Louisiana","22",107686,3763
"8010",2020-07-26,"Maine","23",3814,119
"8011",2020-07-26,"Maryland","24",84306,3440
"8012",2020-07-26,"Massachusetts","25",115637,8529
"8013",2020-07-26,"Michigan","26",86750,6402
"8014",2020-07-26,"Minnesota","27",51193,1614
"8015",2020-07-26,"Mississippi","28",52304,1495
"8016",2020-07-26,"Missouri","29",43477,1231
"8017",2020-07-26,"Montana","30",3342,46
"8018",2020-07-26,"Nebraska","31",24618,322
"8019",2020-07-26,"Nevada","32",42919,734
"8020",2020-07-26,"New Hampshire","33",6436,409
"8021",2020-07-26,"New Jersey","34",181283,15787
"8022",2020-07-26,"New Mexico","35",19053,614
"8023",2020-07-26,"New York","36",416443,32305
"8024",2020-07-26,"North Carolina","37",112802,1807
"8025",2020-07-26,"North Dakota","38",5880,103
"8026",2020-07-26,"Northern Mariana Islands","69",40,2
"8027",2020-07-26,"Ohio","39",84073,3307
"8028",2020-07-26,"Oklahoma","40",31285,496
"8029",2020-07-26,"Oregon","41",16764,291
"8030",2020-07-26,"Pennsylvania","42",111773,7170
"8031",2020-07-26,"Puerto Rico","72",15143,201
"8032",2020-07-26,"Rhode Island","44",18224,1002
"8033",2020-07-26,"South Carolina","45",81199,1491
"8034",2020-07-26,"South Dakota","46",8395,123
"8035",2020-07-26,"Tennessee","47",91330,955
"8036",2020-07-26,"Texas","48",395738,5090
"8037",2020-07-26,"Utah","49",37973,278
"8038",2020-07-26,"Vermont","50",1400,56
"8039",2020-07-26,"Virgin Islands","78",361,7
"8040",2020-07-26,"Virginia","51",84567,2078
"8041",2020-07-26,"Washington","53",54421,1595
"8042",2020-07-26,"West Virginia","54",5960,103
"8043",2020-07-26,"Wisconsin","55",52685,901
"8044",2020-07-26,"Wyoming","56",2475,25
"8045",2020-07-27,"Alabama","1",81115,1491
"8046",2020-07-27,"Alaska","2",3204,19
"8047",2020-07-27,"Arizona","4",163918,3320
"8048",2020-07-27,"Arkansas","5",39447,408
"8049",2020-07-27,"California","6",467103,8544
"8050",2020-07-27,"Colorado","8",44723,1800
"8051",2020-07-27,"Connecticut","9",48983,4418
"8052",2020-07-27,"Delaware","10",14406,579
"8053",2020-07-27,"District of Columbia","11",11858,582
"8054",2020-07-27,"Florida","12",432739,5930
"8055",2020-07-27,"Georgia","13",155907,3435
"8056",2020-07-27,"Guam","66",1315,6
"8057",2020-07-27,"Hawaii","15",1688,25
"8058",2020-07-27,"Idaho","16",18836,159
"8059",2020-07-27,"Illinois","17",174442,7619
"8060",2020-07-27,"Indiana","18",64417,2906
"8061",2020-07-27,"Iowa","19",42696,836
"8062",2020-07-27,"Kansas","20",26439,338
"8063",2020-07-27,"Kentucky","21",28250,726
"8064",2020-07-27,"Louisiana","22",110029,3786
"8065",2020-07-27,"Maine","23",3832,119
"8066",2020-07-27,"Maryland","24",85436,3447
"8067",2020-07-27,"Massachusetts","25",115926,8536
"8068",2020-07-27,"Michigan","26",87329,6407
"8069",2020-07-27,"Minnesota","27",51843,1616
"8070",2020-07-27,"Mississippi","28",52957,1501
"8071",2020-07-27,"Missouri","29",44813,1245
"8072",2020-07-27,"Montana","30",3406,47
"8073",2020-07-27,"Nebraska","31",24899,322
"8074",2020-07-27,"Nevada","32",43880,739
"8075",2020-07-27,"New Hampshire","33",6441,409
"8076",2020-07-27,"New Jersey","34",181732,15804
"8077",2020-07-27,"New Mexico","35",19502,619
"8078",2020-07-27,"New York","36",417056,32322
"8079",2020-07-27,"North Carolina","37",114612,1815
"8080",2020-07-27,"North Dakota","38",5990,103
"8081",2020-07-27,"Northern Mariana Islands","69",40,2
"8082",2020-07-27,"Ohio","39",85177,3344
"8083",2020-07-27,"Oklahoma","40",32529,495
"8084",2020-07-27,"Oregon","41",17122,289
"8085",2020-07-27,"Pennsylvania","42",112995,7174
"8086",2020-07-27,"Puerto Rico","72",15431,201
"8087",2020-07-27,"Rhode Island","44",18515,1004
"8088",2020-07-27,"South Carolina","45",82417,1506
"8089",2020-07-27,"South Dakota","46",8444,123
"8090",2020-07-27,"Tennessee","47",93869,965
"8091",2020-07-27,"Texas","48",402295,6292
"8092",2020-07-27,"Utah","49",38439,285
"8093",2020-07-27,"Vermont","50",1402,56
"8094",2020-07-27,"Virgin Islands","78",375,7
"8095",2020-07-27,"Virginia","51",86072,2082
"8096",2020-07-27,"Washington","53",55547,1610
"8097",2020-07-27,"West Virginia","54",6054,106
"8098",2020-07-27,"Wisconsin","55",53323,905
"8099",2020-07-27,"Wyoming","56",2520,25
"8100",2020-07-28,"Alabama","1",82366,1491
"8101",2020-07-28,"Alaska","2",3348,20
"8102",2020-07-28,"Arizona","4",165994,3424
"8103",2020-07-28,"Arkansas","5",40181,428
"8104",2020-07-28,"California","6",474951,8716
"8105",2020-07-28,"Colorado","8",45420,1809
"8106",2020-07-28,"Connecticut","9",49077,4423
"8107",2020-07-28,"Delaware","10",14476,580
"8108",2020-07-28,"District of Columbia","11",11945,583
"8109",2020-07-28,"Florida","12",441969,6116
"8110",2020-07-28,"Georgia","13",160038,3488
"8111",2020-07-28,"Guam","66",1318,6
"8112",2020-07-28,"Hawaii","15",1734,25
"8113",2020-07-28,"Idaho","16",19318,168
"8114",2020-07-28,"Illinois","17",175588,7645
"8115",2020-07-28,"Indiana","18",65258,2924
"8116",2020-07-28,"Iowa","19",42928,839
"8117",2020-07-28,"Kansas","20",26494,344
"8118",2020-07-28,"Kentucky","21",28876,735
"8119",2020-07-28,"Louisiana","22",111150,3812
"8120",2020-07-28,"Maine","23",3838,121
"8121",2020-07-28,"Maryland","24",86091,3458
"8122",2020-07-28,"Massachusetts","25",116182,8551
"8123",2020-07-28,"Michigan","26",88025,6426
"8124",2020-07-28,"Minnesota","27",52321,1620
"8125",2020-07-28,"Mississippi","28",54299,1543
"8126",2020-07-28,"Missouri","29",46225,1263
"8127",2020-07-28,"Montana","30",3491,52
"8128",2020-07-28,"Nebraska","31",25140,326
"8129",2020-07-28,"Nevada","32",44991,760
"8130",2020-07-28,"New Hampshire","33",6500,409
"8131",2020-07-28,"New Jersey","34",182215,15825
"8132",2020-07-28,"New Mexico","35",19791,626
"8133",2020-07-28,"New York","36",417591,32333
"8134",2020-07-28,"North Carolina","37",116300,1847
"8135",2020-07-28,"North Dakota","38",6145,104
"8136",2020-07-28,"Northern Mariana Islands","69",40,2
"8137",2020-07-28,"Ohio","39",86497,3382
"8138",2020-07-28,"Oklahoma","40",33757,509
"8139",2020-07-28,"Oregon","41",17419,305
"8140",2020-07-28,"Pennsylvania","42",114129,7197
"8141",2020-07-28,"Puerto Rico","72",15840,209
"8142",2020-07-28,"Rhode Island","44",18725,1005
"8143",2020-07-28,"South Carolina","45",84109,1565
"8144",2020-07-28,"South Dakota","46",8492,123
"8145",2020-07-28,"Tennessee","47",96318,988
"8146",2020-07-28,"Texas","48",412849,6518
"8147",2020-07-28,"Utah","49",38877,290
"8148",2020-07-28,"Vermont","50",1405,56
"8149",2020-07-28,"Virgin Islands","78",375,7
"8150",2020-07-28,"Virginia","51",86994,2095
"8151",2020-07-28,"Washington","53",56575,1632
"8152",2020-07-28,"West Virginia","54",6173,111
"8153",2020-07-28,"Wisconsin","55",54114,916
"8154",2020-07-28,"Wyoming","56",2589,26
"8155",2020-07-29,"Alabama","1",83782,1538
"8156",2020-07-29,"Alaska","2",3440,20
"8157",2020-07-29,"Arizona","4",168361,3470
"8158",2020-07-29,"Arkansas","5",40968,434
"8159",2020-07-29,"California","6",486039,8884
"8160",2020-07-29,"Colorado","8",45885,1826
"8161",2020-07-29,"Connecticut","9",49540,4425
"8162",2020-07-29,"Delaware","10",14602,581
"8163",2020-07-29,"District of Columbia","11",11999,584
"8164",2020-07-29,"Florida","12",451415,6332
"8165",2020-07-29,"Georgia","13",163547,3566
"8166",2020-07-29,"Guam","66",1320,6
"8167",2020-07-29,"Hawaii","15",1842,25
"8168",2020-07-29,"Idaho","16",19810,176
"8169",2020-07-29,"Illinois","17",176967,7661
"8170",2020-07-29,"Indiana","18",65918,2932
"8171",2020-07-29,"Iowa","19",43623,854
"8172",2020-07-29,"Kansas","20",27177,349
"8173",2020-07-29,"Kentucky","21",29479,746
"8174",2020-07-29,"Louisiana","22",112887,3883
"8175",2020-07-29,"Maine","23",3866,121
"8176",2020-07-29,"Maryland","24",86846,3478
"8177",2020-07-29,"Massachusetts","25",116684,8580
"8178",2020-07-29,"Michigan","26",89026,6426
"8179",2020-07-29,"Minnesota","27",52987,1629
"8180",2020-07-29,"Mississippi","28",55804,1563
"8181",2020-07-29,"Missouri","29",47683,1269
"8182",2020-07-29,"Montana","30",3695,54
"8183",2020-07-29,"Nebraska","31",25448,331
"8184",2020-07-29,"Nevada","32",45937,782
"8185",2020-07-29,"New Hampshire","33",6513,411
"8186",2020-07-29,"New Jersey","34",182475,15798
"8187",2020-07-29,"New Mexico","35",20136,632
"8188",2020-07-29,"New York","36",418302,32342
"8189",2020-07-29,"North Carolina","37",118027,1889
"8190",2020-07-29,"North Dakota","38",6231,106
"8191",2020-07-29,"Northern Mariana Islands","69",40,2
"8192",2020-07-29,"Ohio","39",87893,3422
"8193",2020-07-29,"Oklahoma","40",34605,523
"8194",2020-07-29,"Oregon","41",17805,313
"8195",2020-07-29,"Pennsylvania","42",114984,7219
"8196",2020-07-29,"Puerto Rico","72",16061,211
"8197",2020-07-29,"Rhode Island","44",18800,1007
"8198",2020-07-29,"South Carolina","45",85846,1615
"8199",2020-07-29,"South Dakota","46",8641,129
"8200",2020-07-29,"Tennessee","47",98145,1008
"8201",2020-07-29,"Texas","48",421891,6834
"8202",2020-07-29,"Utah","49",39339,297
"8203",2020-07-29,"Vermont","50",1406,56
"8204",2020-07-29,"Virgin Islands","78",385,8
"8205",2020-07-29,"Virginia","51",87993,2125
"8206",2020-07-29,"Washington","53",57299,1642
"8207",2020-07-29,"West Virginia","54",6326,112
"8208",2020-07-29,"Wisconsin","55",55119,920
"8209",2020-07-29,"Wyoming","56",2628,26
"8210",2020-07-30,"Alabama","1",85762,1565
"8211",2020-07-30,"Alaska","2",3557,21
"8212",2020-07-30,"Arizona","4",170905,3628
"8213",2020-07-30,"Arkansas","5",41759,442
"8214",2020-07-30,"California","6",494269,9009
"8215",2020-07-30,"Colorado","8",46338,1826
"8216",2020-07-30,"Connecticut","9",49670,4431
"8217",2020-07-30,"Delaware","10",14689,581
"8218",2020-07-30,"District of Columbia","11",12057,584
"8219",2020-07-30,"Florida","12",461371,6585
"8220",2020-07-30,"Georgia","13",167545,3596
"8221",2020-07-30,"Guam","66",1323,6
"8222",2020-07-30,"Hawaii","15",1966,25
"8223",2020-07-30,"Idaho","16",20378,180
"8224",2020-07-30,"Illinois","17",178832,7677
"8225",2020-07-30,"Indiana","18",66883,2946
"8226",2020-07-30,"Iowa","19",44285,865
"8227",2020-07-30,"Kansas","20",27244,357
"8228",2020-07-30,"Kentucky","21",30132,748
"8229",2020-07-30,"Louisiana","22",114595,3925
"8230",2020-07-30,"Maine","23",3888,122
"8231",2020-07-30,"Maryland","24",87740,3488
"8232",2020-07-30,"Massachusetts","25",117098,8595
"8233",2020-07-30,"Michigan","26",89926,6446
"8234",2020-07-30,"Minnesota","27",53732,1634
"8235",2020-07-30,"Mississippi","28",57579,1611
"8236",2020-07-30,"Missouri","29",49671,1288
"8237",2020-07-30,"Montana","30",3829,55
"8238",2020-07-30,"Nebraska","31",25766,333
"8239",2020-07-30,"Nevada","32",47034,805
"8240",2020-07-30,"New Hampshire","33",6544,415
"8241",2020-07-30,"New Jersey","34",182845,15809
"8242",2020-07-30,"New Mexico","35",20388,635
"8243",2020-07-30,"New York","36",419081,32362
"8244",2020-07-30,"North Carolina","37",120391,1929
"8245",2020-07-30,"North Dakota","38",6305,107
"8246",2020-07-30,"Northern Mariana Islands","69",42,2
"8247",2020-07-30,"Ohio","39",89626,3442
"8248",2020-07-30,"Oklahoma","40",35710,536
"8249",2020-07-30,"Oregon","41",18166,318
"8250",2020-07-30,"Pennsylvania","42",115853,7248
"8251",2020-07-30,"Puerto Rico","72",16572,214
"8252",2020-07-30,"Rhode Island","44",18950,1007
"8253",2020-07-30,"South Carolina","45",87572,1667
"8254",2020-07-30,"South Dakota","46",8685,129
"8255",2020-07-30,"Tennessee","47",100166,1022
"8256",2020-07-30,"Texas","48",432134,6987
"8257",2020-07-30,"Utah","49",39714,303
"8258",2020-07-30,"Vermont","50",1407,57
"8259",2020-07-30,"Virgin Islands","78",385,8
"8260",2020-07-30,"Virginia","51",88904,2141
"8261",2020-07-30,"Washington","53",58099,1652
"8262",2020-07-30,"West Virginia","54",6422,115
"8263",2020-07-30,"Wisconsin","55",56111,928
"8264",2020-07-30,"Wyoming","56",2686,26
"8265",2020-07-31,"Alabama","1",87723,1580
"8266",2020-07-31,"Alaska","2",3675,21
"8267",2020-07-31,"Arizona","4",174108,3695
"8268",2020-07-31,"Arkansas","5",42511,453
"8269",2020-07-31,"California","6",502273,9222
"8270",2020-07-31,"Colorado","8",46948,1841
"8271",2020-07-31,"Connecticut","9",49810,4432
"8272",2020-07-31,"Delaware","10",14788,585
"8273",2020-07-31,"District of Columbia","11",12126,585
"8274",2020-07-31,"Florida","12",470378,6842
"8275",2020-07-31,"Georgia","13",171342,3674
"8276",2020-07-31,"Guam","66",1325,6
"8277",2020-07-31,"Hawaii","15",2088,25
"8278",2020-07-31,"Idaho","16",20853,193
"8279",2020-07-31,"Illinois","17",180701,7703
"8280",2020-07-31,"Indiana","18",67800,2965
"8281",2020-07-31,"Iowa","19",44753,872
"8282",2020-07-31,"Kansas","20",28121,358
"8283",2020-07-31,"Kentucky","21",30981,753
"8284",2020-07-31,"Louisiana","22",116394,3949
"8285",2020-07-31,"Maine","23",3912,123
"8286",2020-07-31,"Maryland","24",88907,3493
"8287",2020-07-31,"Massachusetts","25",117612,8609
"8288",2020-07-31,"Michigan","26",90752,6453
"8289",2020-07-31,"Minnesota","27",54503,1640
"8290",2020-07-31,"Mississippi","28",58747,1663
"8291",2020-07-31,"Missouri","29",51074,1305
"8292",2020-07-31,"Montana","30",3977,60
"8293",2020-07-31,"Nebraska","31",26211,338
"8294",2020-07-31,"Nevada","32",48142,831
"8295",2020-07-31,"New Hampshire","33",6583,415
"8296",2020-07-31,"New Jersey","34",183535,15819
"8297",2020-07-31,"New Mexico","35",20600,642
"8298",2020-07-31,"New York","36",419723,32372
"8299",2020-07-31,"North Carolina","37",122370,1947
"8300",2020-07-31,"North Dakota","38",6473,107
"8301",2020-07-31,"Northern Mariana Islands","69",42,2
"8302",2020-07-31,"Ohio","39",91159,3489
"8303",2020-07-31,"Oklahoma","40",36456,541
"8304",2020-07-31,"Oregon","41",18510,325
"8305",2020-07-31,"Pennsylvania","42",116787,7261
"8306",2020-07-31,"Puerto Rico","72",16781,219
"8307",2020-07-31,"Rhode Island","44",19022,1007
"8308",2020-07-31,"South Carolina","45",89016,1712
"8309",2020-07-31,"South Dakota","46",8764,130
"8310",2020-07-31,"Tennessee","47",103144,1047
"8311",2020-07-31,"Texas","48",443090,7273
"8312",2020-07-31,"Utah","49",40258,308
"8313",2020-07-31,"Vermont","50",1414,57
"8314",2020-07-31,"Virgin Islands","78",406,8
"8315",2020-07-31,"Virginia","51",89888,2174
"8316",2020-07-31,"Washington","53",58725,1653
"8317",2020-07-31,"West Virginia","54",6642,116
"8318",2020-07-31,"Wisconsin","55",57020,943
"8319",2020-07-31,"Wyoming","56",2726,26
"8320",2020-08-01,"Alabama","1",89349,1603
"8321",2020-08-01,"Alaska","2",3825,22
"8322",2020-08-01,"Arizona","4",177019,3753
"8323",2020-08-01,"Arkansas","5",43173,458
"8324",2020-08-01,"California","6",509507,9365
"8325",2020-08-01,"Colorado","8",47357,1846
"8326",2020-08-01,"Connecticut","9",49810,4432
"8327",2020-08-01,"Delaware","10",14877,585
"8328",2020-08-01,"District of Columbia","11",12205,585
"8329",2020-08-01,"Florida","12",480020,7021
"8330",2020-08-01,"Georgia","13",174834,3744
"8331",2020-08-01,"Guam","66",1328,6
"8332",2020-08-01,"Hawaii","15",2174,25
"8333",2020-08-01,"Idaho","16",21231,197
"8334",2020-08-01,"Illinois","17",182232,7707
"8335",2020-08-01,"Indiana","18",68773,2971
"8336",2020-08-01,"Iowa","19",45293,874
"8337",2020-08-01,"Kansas","20",28147,358
"8338",2020-08-01,"Kentucky","21",31612,758
"8339",2020-08-01,"Louisiana","22",116394,3949
"8340",2020-08-01,"Maine","23",3937,123
"8341",2020-08-01,"Maryland","24",89925,3506
"8342",2020-08-01,"Massachusetts","25",118040,8626
"8343",2020-08-01,"Michigan","26",91450,6460
"8344",2020-08-01,"Minnesota","27",55228,1646
"8345",2020-08-01,"Mississippi","28",59881,1693
"8346",2020-08-01,"Missouri","29",52012,1311
"8347",2020-08-01,"Montana","30",4081,61
"8348",2020-08-01,"Nebraska","31",26391,338
"8349",2020-08-01,"Nevada","32",49207,832
"8350",2020-08-01,"New Hampshire","33",6613,416
"8351",2020-08-01,"New Jersey","34",183904,15830
"8352",2020-08-01,"New Mexico","35",20796,651
"8353",2020-08-01,"New York","36",420477,32390
"8354",2020-08-01,"North Carolina","37",124015,1989
"8355",2020-08-01,"North Dakota","38",6606,107
"8356",2020-08-01,"Northern Mariana Islands","69",44,2
"8357",2020-08-01,"Ohio","39",92087,3515
"8358",2020-08-01,"Oklahoma","40",37706,549
"8359",2020-08-01,"Oregon","41",18817,329
"8360",2020-08-01,"Pennsylvania","42",117468,7270
"8361",2020-08-01,"Puerto Rico","72",17872,225
"8362",2020-08-01,"Rhode Island","44",19022,1007
"8363",2020-08-01,"South Carolina","45",90599,1751
"8364",2020-08-01,"South Dakota","46",8867,134
"8365",2020-08-01,"Tennessee","47",105455,1056
"8366",2020-08-01,"Texas","48",448224,7477
"8367",2020-08-01,"Utah","49",40754,312
"8368",2020-08-01,"Vermont","50",1421,57
"8369",2020-08-01,"Virgin Islands","78",421,8
"8370",2020-08-01,"Virginia","51",90801,2215
"8371",2020-08-01,"Washington","53",59648,1675
"8372",2020-08-01,"West Virginia","54",6735,116
"8373",2020-08-01,"Wisconsin","55",58064,955
"8374",2020-08-01,"Wyoming","56",2769,26
"8375",2020-08-02,"Alabama","1",91444,1627
"8376",2020-08-02,"Alaska","2",3982,22
"8377",2020-08-02,"Arizona","4",178473,3769
"8378",2020-08-02,"Arkansas","5",43810,464
"8379",2020-08-02,"California","6",515937,9399
"8380",2020-08-02,"Colorado","8",47799,1846
"8381",2020-08-02,"Connecticut","9",49810,4432
"8382",2020-08-02,"Delaware","10",14949,585
"8383",2020-08-02,"District of Columbia","11",12274,586
"8384",2020-08-02,"Florida","12",487124,7083
"8385",2020-08-02,"Georgia","13",177556,3758
"8386",2020-08-02,"Guam","66",1328,6
"8387",2020-08-02,"Hawaii","15",2219,25
"8388",2020-08-02,"Idaho","16",21465,197
"8389",2020-08-02,"Illinois","17",183714,7718
"8390",2020-08-02,"Indiana","18",69531,2975
"8391",2020-08-02,"Iowa","19",45723,878
"8392",2020-08-02,"Kansas","20",28341,361
"8393",2020-08-02,"Kentucky","21",31966,759
"8394",2020-08-02,"Louisiana","22",119861,4007
"8395",2020-08-02,"Maine","23",3958,123
"8396",2020-08-02,"Maryland","24",90835,3515
"8397",2020-08-02,"Massachusetts","25",118458,8638
"8398",2020-08-02,"Michigan","26",91857,6460
"8399",2020-08-02,"Minnesota","27",55987,1654
"8400",2020-08-02,"Mississippi","28",60553,1703
"8401",2020-08-02,"Missouri","29",52577,1311
"8402",2020-08-02,"Montana","30",4193,61
"8403",2020-08-02,"Nebraska","31",26702,338
"8404",2020-08-02,"Nevada","32",50270,833
"8405",2020-08-02,"New Hampshire","33",6634,417
"8406",2020-08-02,"New Jersey","34",184225,15836
"8407",2020-08-02,"New Mexico","35",21016,654
"8408",2020-08-02,"New York","36",421008,32401
"8409",2020-08-02,"North Carolina","37",125281,1996
"8410",2020-08-02,"North Dakota","38",6664,109
"8411",2020-08-02,"Northern Mariana Islands","69",45,2
"8412",2020-08-02,"Ohio","39",93031,3529
"8413",2020-08-02,"Oklahoma","40",38201,550
"8414",2020-08-02,"Oregon","41",19097,331
"8415",2020-08-02,"Pennsylvania","42",118038,7274
"8416",2020-08-02,"Puerto Rico","72",18411,230
"8417",2020-08-02,"Rhode Island","44",19022,1007
"8418",2020-08-02,"South Carolina","45",91788,1777
"8419",2020-08-02,"South Dakota","46",8955,135
"8420",2020-08-02,"Tennessee","47",106804,1062
"8421",2020-08-02,"Texas","48",454759,7520
"8422",2020-08-02,"Utah","49",41175,313
"8423",2020-08-02,"Vermont","50",1426,57
"8424",2020-08-02,"Virgin Islands","78",421,8
"8425",2020-08-02,"Virginia","51",91782,2218
"8426",2020-08-02,"Washington","53",60160,1679
"8427",2020-08-02,"West Virginia","54",6854,117
"8428",2020-08-02,"Wisconsin","55",58990,956
"8429",2020-08-02,"Wyoming","56",2808,26
"8430",2020-08-03,"Alabama","1",92661,1633
"8431",2020-08-03,"Alaska","2",4062,23
"8432",2020-08-03,"Arizona","4",179506,3785
"8433",2020-08-03,"Arkansas","5",44597,475
"8434",2020-08-03,"California","6",522235,9500
"8435",2020-08-03,"Colorado","8",48119,1849
"8436",2020-08-03,"Connecticut","9",50062,4437
"8437",2020-08-03,"Delaware","10",15055,585
"8438",2020-08-03,"District of Columbia","11",12313,586
"8439",2020-08-03,"Florida","12",491876,7156
"8440",2020-08-03,"Georgia","13",179510,3760
"8441",2020-08-03,"Guam","66",1337,6
"8442",2020-08-03,"Hawaii","15",2425,25
"8443",2020-08-03,"Idaho","16",21838,202
"8444",2020-08-03,"Illinois","17",185238,7728
"8445",2020-08-03,"Indiana","18",70111,2980
"8446",2020-08-03,"Iowa","19",45905,884
"8447",2020-08-03,"Kansas","20",29200,366
"8448",2020-08-03,"Kentucky","21",32500,762
"8449",2020-08-03,"Louisiana","22",120960,4024
"8450",2020-08-03,"Maine","23",3970,124
"8451",2020-08-03,"Maryland","24",91705,3523
"8452",2020-08-03,"Massachusetts","25",118657,8648
"8453",2020-08-03,"Michigan","26",92503,6470
"8454",2020-08-03,"Minnesota","27",56600,1656
"8455",2020-08-03,"Mississippi","28",61125,1711
"8456",2020-08-03,"Missouri","29",53676,1316
"8457",2020-08-03,"Montana","30",4249,64
"8458",2020-08-03,"Nebraska","31",26956,334
"8459",2020-08-03,"Nevada","32",51236,847
"8460",2020-08-03,"New Hampshire","33",6660,417
"8461",2020-08-03,"New Jersey","34",184489,15846
"8462",2020-08-03,"New Mexico","35",21130,655
"8463",2020-08-03,"New York","36",421550,32413
"8464",2020-08-03,"North Carolina","37",126748,2013
"8465",2020-08-03,"North Dakota","38",6789,109
"8466",2020-08-03,"Northern Mariana Islands","69",46,2
"8467",2020-08-03,"Ohio","39",93963,3539
"8468",2020-08-03,"Oklahoma","40",38586,551
"8469",2020-08-03,"Oregon","41",19395,334
"8470",2020-08-03,"Pennsylvania","42",118937,7276
"8471",2020-08-03,"Puerto Rico","72",18791,230
"8472",2020-08-03,"Rhode Island","44",19246,1010
"8473",2020-08-03,"South Carolina","45",92951,1793
"8474",2020-08-03,"South Dakota","46",9020,135
"8475",2020-08-03,"Tennessee","47",107900,1078
"8476",2020-08-03,"Texas","48",463541,7697
"8477",2020-08-03,"Utah","49",41571,317
"8478",2020-08-03,"Vermont","50",1427,57
"8479",2020-08-03,"Virgin Islands","78",439,8
"8480",2020-08-03,"Virginia","51",93106,2218
"8481",2020-08-03,"Washington","53",61011,1684
"8482",2020-08-03,"West Virginia","54",6973,117
"8483",2020-08-03,"Wisconsin","55",59471,960
"8484",2020-08-03,"Wyoming","56",2848,27
"8485",2020-08-04,"Alabama","1",93702,1666
"8486",2020-08-04,"Alaska","2",4123,23
"8487",2020-08-04,"Arizona","4",180537,3850
"8488",2020-08-04,"Arkansas","5",45381,490
"8489",2020-08-04,"California","6",527258,9696
"8490",2020-08-04,"Colorado","8",48492,1855
"8491",2020-08-04,"Connecticut","9",50110,4437
"8492",2020-08-04,"Delaware","10",15137,587
"8493",2020-08-04,"District of Columbia","11",12398,587
"8494",2020-08-04,"Florida","12",497322,7401
"8495",2020-08-04,"Georgia","13",182462,3835
"8496",2020-08-04,"Guam","66",1344,6
"8497",2020-08-04,"Hawaii","15",2568,26
"8498",2020-08-04,"Idaho","16",22357,214
"8499",2020-08-04,"Illinois","17",186598,7747
"8500",2020-08-04,"Indiana","18",70944,2996
"8501",2020-08-04,"Iowa","19",46231,888
"8502",2020-08-04,"Kansas","20",29259,367
"8503",2020-08-04,"Kentucky","21",33209,769
"8504",2020-08-04,"Louisiana","22",124575,4051
"8505",2020-08-04,"Maine","23",3975,123
"8506",2020-08-04,"Maryland","24",92416,3530
"8507",2020-08-04,"Massachusetts","25",119203,8657
"8508",2020-08-04,"Michigan","26",93293,6474
"8509",2020-08-04,"Minnesota","27",57202,1660
"8510",2020-08-04,"Mississippi","28",62199,1753
"8511",2020-08-04,"Missouri","29",54890,1330
